iter	Logloss
612	0.5700697449
613	0.5700312428
614	0.5700100211
615	0.5699875347
616	0.5699652922
617	0.5699433917
618	0.5699227944
619	0.5698839304
620	0.5698388988
621	0.5698140613
622	0.5697835543
623	0.5697318017
624	0.5697115982
625	0.5696686097
626	0.5696454656
627	0.5696202097
628	0.5695988424
629	0.5695758035
630	0.5695393606
631	0.5695159089
632	0.5694900042
633	0.5694732507
634	0.5694493196
635	0.5693769718
636	0.5693524014
637	0.5693217049
638	0.569257883
639	0.5692353894
640	0.5692106691
641	0.5691865383
642	0.5691678239
643	0.5691460739
644	0.5690946132
645	0.569059199
646	0.5690375827
647	0.5689875081
648	0.5689761046
649	0.5689110895
650	0.5688803229
651	0.5688346807
652	0.5687967362
653	0.5687722613
654	0.5687516189
655	0.56873285
656	0.5687101261
657	0.56865583
658	0.5686046159
659	0.5685857688
660	0.568523578
661	0.5684836741
662	0.5684454055
663	0.5683842273
664	0.5683296283
665	0.5682664259
666	0.5681981083
667	0.5681753524
668	0.5681525401
669	0.5681173316
670	0.5680585924
671	0.5680328562
672	0.5680072432
673	0.5679575034
674	0.5679240267
675	0.5678618495
676	0.5678282151
677	0.5677542241
678	0.5676773355
679	0.5676531739
680	0.5676279708
681	0.5675931309
682	0.5675523184
683	0.5675303957
684	0.5674765241
685	0.5674504003
686	0.5674242298
687	0.5674008412
688	0.5673788463
689	0.5673655184
690	0.5673364704
691	0.5673133351
692	0.567293209
693	0.5672698924
694	0.5672418192
695	0.5672223289
696	0.5671930859
697	0.5671343989
698	0.5671090582
699	0.5670851162
700	0.5670720669
701	0.5670256873
702	0.56700761
703	0.5669614596
704	0.5669175251
705	0.5668960649
706	0.5668927034
707	0.566845724
708	0.566828665
709	0.5668029085
710	0.5667747235
711	0.5667363402
712	0.5667355722
713	0.56670521
714	0.5666730451
715	0.56662464
716	0.5666008684
717	0.5665812817
718	0.5665484889
719	0.5665177011
720	0.5665044336
721	0.566484094
722	0.5664625163
723	0.5664119519
724	0.5663889599
725	0.5663186517
726	0.5662959452
727	0.5662949474
728	0.5662481539
729	0.5662275012
730	0.5661932725
731	0.5661718906
732	0.5661520526
733	0.5661220226
734	0.5660745425
735	0.5660638621
736	0.5660473758
737	0.5660267173
738	0.5660003476
739	0.5659750172
740	0.5659482083
741	0.565930812
742	0.5658974133
743	0.565844164
744	0.5658064782
745	0.5657822879
746	0.5657603486
747	0.5657014246
748	0.5656794098
749	0.5656341941
750	0.5656075693
751	0.565531142
752	0.565484321
753	0.5654639496
754	0.565444628
755	0.5654121287
756	0.5653697653
757	0.5653511364
758	0.5653342105
759	0.5653213628
760	0.565298655
761	0.5652724201
762	0.5652716911
763	0.5652177751
764	0.5651795917
765	0.5651684465
766	0.565147083
767	0.5651463129
768	0.5651285818
769	0.5650520893
770	0.5650323433
771	0.5650091427
772	0.5649866471
773	0.5649661253
774	0.5649430476
775	0.5649222288
776	0.5648983578
777	0.5648803263
778	0.5648297998
779	0.5647825228
780	0.564760079
781	0.5647365592
782	0.5646933991
783	0.5646388323
784	0.5646196247
785	0.5645792575
786	0.5645380519
787	0.5644986053
788	0.5644804251
789	0.5644514643
790	0.5644367042
791	0.5644168176
792	0.5644051767
793	0.5643927863
794	0.5643752771
795	0.56431981
796	0.5642965675
797	0.5642633432
798	0.5642201601
799	0.5641974281
800	0.5641566085
801	0.5641363607
802	0.564111461
803	0.5640892802
804	0.5640469284
805	0.5640337777
806	0.563998256
807	0.5639519299
808	0.5639367166
809	0.5638922635
810	0.5638748462
811	0.5638458379
812	0.5638243119
813	0.5638029666
814	0.5637874536
815	0.5637659981
816	0.5637248615
817	0.5637028603
818	0.5636809562
819	0.5636675398
820	0.5636659235
821	0.5636476373
822	0.5636346957
823	0.5636335678
824	0.5636025666
825	0.5635959577
826	0.5635723633
827	0.5635288541
828	0.5635051223
829	0.5634791233
830	0.5634432136
831	0.5634181646
832	0.5633970665
833	0.5633756971
834	0.5633398658
835	0.5633154431
836	0.5632997627
837	0.5632682949
838	0.5632189892
839	0.5631813485
840	0.5631629823
841	0.5631347827
842	0.5631235473
843	0.5631050158
844	0.5630714281
845	0.5630358613
846	0.5630137862
847	0.5629936061
848	0.562969763
849	0.5629484316
850	0.5629480804
851	0.5629099741
852	0.562904489
853	0.5628830006
854	0.5628607623
855	0.5628381198
856	0.5628123777
857	0.5627475472
858	0.5627271544
859	0.5627051629
860	0.5626789621
861	0.5626589413
862	0.5626199568
863	0.5625991725
864	0.5625387071
865	0.5625190321
866	0.5625000323
867	0.5624786672
868	0.5624558327
869	0.5624398015
870	0.5624241917
871	0.5624089928
872	0.5623931611
873	0.5623517363
874	0.562330544
875	0.5623095896
876	0.5622863323
877	0.5622556217
878	0.5622331345
879	0.5622088176
880	0.5622015956
881	0.562180434
882	0.5621606411
883	0.5621447503
884	0.5621034422
885	0.5621028402
886	0.5620883961
887	0.5620616655
888	0.5620412091
889	0.562023077
890	0.561990287
891	0.56198571
892	0.5619378513
893	0.5619123434
894	0.56189094
895	0.5618456576
896	0.5618280044
897	0.5618113105
898	0.5617957992
899	0.5617708424
900	0.5617530367
901	0.5617102405
902	0.5616876953
903	0.5616432566
904	0.5616309112
905	0.5616289201
906	0.5616007011
907	0.5615618969
908	0.5615412076
909	0.5615246524
910	0.561519355
911	0.5614983549
912	0.5614815766
913	0.5614540451
914	0.5614336947
915	0.561417568
916	0.5614170603
917	0.5613887985
918	0.5613801726
919	0.5613148956
920	0.5612640829
921	0.5612436094
922	0.5612425113
923	0.56122224
924	0.5611664839
925	0.5611335323
926	0.561114166
927	0.5610714774
928	0.5610681637
929	0.5610522861
930	0.5609971296
931	0.5609619971
932	0.5609427987
933	0.560921502
934	0.5609021124
935	0.5608812415
936	0.560840713
937	0.5608157578
938	0.560791905
939	0.5607753046
940	0.5607589351
941	0.5607067322
942	0.5606972255
943	0.5606708024
944	0.5606370441
945	0.5606022636
946	0.5605850545
947	0.5605630797
948	0.5605400317
949	0.5605391707
950	0.5605186851
951	0.5604933626
952	0.5604741214
953	0.5604534001
954	0.5604371303
955	0.5604162702
956	0.5603973111
957	0.5603757194
958	0.5603518906
959	0.5603184015
960	0.5602959764
961	0.5602552667
962	0.5602310269
963	0.5602089188
964	0.5601940852
965	0.5601625603
966	0.5601435249
967	0.5600983385
968	0.5600979076
969	0.5600752512
970	0.5600593486
971	0.5600587403
972	0.5600320725
973	0.5600138515
974	0.5599878508
975	0.5599635898
976	0.5599421872
977	0.5599188646
978	0.5598976377
979	0.5598730414
980	0.5598497023
981	0.5598402168
982	0.5598216103
983	0.5597966135
984	0.5597739346
985	0.5597559281
986	0.559735177
987	0.5596769811
988	0.5596510024
989	0.5596384756
990	0.559612554
991	0.5595856707
992	0.5595693775
993	0.5595528984
994	0.5595299593
995	0.5595071387
996	0.559475135
997	0.5594506678
998	0.5594224374
999	0.5594061493
1000	0.5593712346
1001	0.5593476119
1002	0.5593311691
1003	0.5592981237
1004	0.55929773
1005	0.559276265
1006	0.5592548294
1007	0.5592316931
1008	0.5591915606
1009	0.5591787041
1010	0.5591635506
1011	0.5591463658
1012	0.5591159627
1013	0.5590938373
1014	0.5590566181
1015	0.5590403345
1016	0.5590157634
1017	0.5589909432
1018	0.5589901097
1019	0.5589673928
1020	0.5589461845
1021	0.5589090465
1022	0.5588586389
1023	0.5588358044
1024	0.5588033202
1025	0.5587934434
1026	0.5587792544
1027	0.5587613514
1028	0.5587373826
1029	0.5587213723
1030	0.55869788
1031	0.5586717664
1032	0.5586616941
1033	0.5586477696
1034	0.5586279416
1035	0.5586266378
1036	0.5585951862
1037	0.5585783996
1038	0.5585606349
1039	0.5585212677
1040	0.5584995664
1041	0.55846984
1042	0.5584152931
1043	0.5584145827
1044	0.5583934576
1045	0.5583777959
1046	0.5583679811
1047	0.5583312648
1048	0.5583008781
1049	0.5582863328
1050	0.5582627585
1051	0.5582619936
1052	0.5582617013
1053	0.5582411091
1054	0.5582189136
1055	0.5582022855
1056	0.558183255
1057	0.5581701253
1058	0.5581378504
1059	0.5581238496
1060	0.5580992128
1061	0.5580724134
1062	0.558059877
1063	0.5580363121
1064	0.5580204761
1065	0.5579968747
1066	0.5579683737
1067	0.557922927
1068	0.5579018323
1069	0.5578796578
1070	0.5578744991
1071	0.5578457123
1072	0.557829734
1073	0.55778228
1074	0.5577712364
1075	0.5577409015
1076	0.5577225722
1077	0.5577049835
1078	0.5576732429
1079	0.5576634029
1080	0.5576454492
1081	0.5576277438
1082	0.5576238535
1083	0.5576045608
1084	0.5575817442
1085	0.5575539726
1086	0.5575339768
1087	0.5575159735
1088	0.557498281
1089	0.557478093
1090	0.557455996
1091	0.5574462205
1092	0.5574171802
1093	0.557391443
1094	0.5573907362
1095	0.5573740462
1096	0.5573515475
1097	0.5573327814
1098	0.557305991
1099	0.5572898124
1100	0.5572720842
1101	0.5572543616
1102	0.5572354411
1103	0.5571933071
1104	0.5571927438
1105	0.5571686936
1106	0.5571553339
1107	0.5571375909
1108	0.5571187553
1109	0.5570985201
1110	0.5570788671
1111	0.5570614928
1112	0.5570433621
1113	0.556992518
1114	0.5569888106
1115	0.5569619935
1116	0.5569463849
1117	0.5569293681
1118	0.5569030856
1119	0.5568829447
1120	0.5568651346
1121	0.5568467348
1122	0.5568333758
1123	0.5567965432
1124	0.5567894848
1125	0.5567713431
1126	0.5567503004
1127	0.5567037412
1128	0.556677612
1129	0.5566567035
1130	0.5566564304
1131	0.5566408453
1132	0.5566221031
1133	0.5566127992
1134	0.5565903376
1135	0.5565737981
1136	0.5565499505
1137	0.5565128964
1138	0.5564948122
1139	0.5564751296
1140	0.5564535754
1141	0.5564430141
1142	0.5564201459
1143	0.556404401
1144	0.5563615707
1145	0.5563252068
1146	0.5563076426
1147	0.5562896183
1148	0.5562629058
1149	0.556242065
1150	0.5562219047
1151	0.5562004967
1152	0.5561786103
1153	0.5561634164
1154	0.5561437286
1155	0.5561035272
1156	0.5560849562
1157	0.5560639683
1158	0.5560498722
1159	0.5560301024
1160	0.5560096778
1161	0.5559934651
1162	0.5559778812
1163	0.5559620643
1164	0.5559445875
1165	0.5559065786
1166	0.5558864309
1167	0.5558472761
1168	0.5558326856
1169	0.5558074152
1170	0.5557779979
1171	0.5557593734
1172	0.5557352187
1173	0.5557133721
1174	0.5556966754
1175	0.5556762244
1176	0.5556565026
1177	0.5556350101
1178	0.55561254
1179	0.5556009758
1180	0.5555883151
1181	0.5555529457
1182	0.5555327242
1183	0.5554888592
1184	0.5554666762
1185	0.5554512094
1186	0.5554194428
1187	0.5553984814
1188	0.5553782458
1189	0.5553574169
1190	0.5553401197
1191	0.5553236458
1192	0.5553041973
1193	0.5552844186
1194	0.5552666313
1195	0.5552489588
1196	0.5552174686
1197	0.5552170309
1198	0.5552000018
1199	0.5551817557
1200	0.555166614
1201	0.555145873
1202	0.5551097454
1203	0.5550895195
1204	0.5550894967
1205	0.5550704899
1206	0.5550504608
1207	0.5550354451
1208	0.5550167011
1209	0.5549781208
1210	0.5549561238
1211	0.5549399909
1212	0.5549149173
1213	0.5548958573
1214	0.5548946871
1215	0.5548758017
1216	0.55485569
1217	0.5548326351
1218	0.5548037737
1219	0.5547844206
1220	0.554762158
1221	0.5547452793
1222	0.5547263895
1223	0.554698342
1224	0.5546790865
1225	0.5546609191
1226	0.554622053
1227	0.5545981801
1228	0.5545818898
1229	0.5545504066
1230	0.5545136823
1231	0.5544936522
1232	0.5544746184
1233	0.5544743029
1234	0.5544626929
1235	0.554440009
1236	0.5544170229
1237	0.5543992014
1238	0.5543721626
1239	0.554355814
1240	0.5543402428
1241	0.5543198857
1242	0.5543008817
1243	0.5542807544
1244	0.5542676303
1245	0.5542500713
1246	0.5542248967
1247	0.5541979111
1248	0.5541886542
1249	0.5541722563
1250	0.5541541154
1251	0.5541301304
1252	0.5541160196
1253	0.5541155164
1254	0.554082541
1255	0.5540601804
1256	0.5540592506
1257	0.5540301665
1258	0.5540111796
1259	0.5539954123
1260	0.5539920368
1261	0.5539745631
1262	0.5539491386
1263	0.5539293953
1264	0.5539053212
1265	0.5538824763
1266	0.5538511261
1267	0.5538284922
1268	0.5538060997
1269	0.5537810271
1270	0.5537610507
1271	0.553731535
1272	0.5537158957
1273	0.5537050396
1274	0.5536854952
1275	0.553666123
1276	0.5536598128
1277	0.5536334913
1278	0.553615577
1279	0.5536023734
1280	0.5535816013
1281	0.5535764079
1282	0.5535570108
1283	0.5535312958
1284	0.5535127145
1285	0.5535121923
1286	0.5534894727
1287	0.5534722349
1288	0.5534569209
1289	0.5534384942
1290	0.5534372842
1291	0.5534187512
1292	0.5534034989
1293	0.5533846815
1294	0.5533661493
1295	0.5533460797
1296	0.5533311413
1297	0.5533092818
1298	0.5532902694
1299	0.5532462785
1300	0.5532226054
1301	0.5532062468
1302	0.5531569987
1303	0.5531374284
1304	0.5531269139
1305	0.5531023652
1306	0.5530944484
1307	0.5530705837
1308	0.5530442737
1309	0.5530279515
1310	0.553012659
1311	0.5529977684
1312	0.5529813164
1313	0.5529695015
1314	0.5529366224
1315	0.5529200904
1316	0.5528956931
1317	0.5528952994
1318	0.5528767629
1319	0.5528646228
1320	0.5528442947
1321	0.5528229057
1322	0.5528081706
1323	0.5527920565
1324	0.5527852383
1325	0.5527766294
1326	0.5527500108
1327	0.5527303892
1328	0.5527111342
1329	0.5526928907
1330	0.5526725968
1331	0.5526500947
1332	0.5526368084
1333	0.5526115429
1334	0.5525931792
1335	0.5525755148
1336	0.5525621553
1337	0.5525469507
1338	0.5525223899
1339	0.552501593
1340	0.5524867318
1341	0.5524466249
1342	0.5524332778
1343	0.5524323524
1344	0.5524109906
1345	0.5524105874
1346	0.5523917046
1347	0.5523842342
1348	0.5523501213
1349	0.5523297726
1350	0.5523137338
1351	0.5522936707
1352	0.5522755787
1353	0.5522562144
1354	0.5522348159
1355	0.5522330783
1356	0.5522049317
1357	0.5521968905
1358	0.5521805777
1359	0.5521538329
1360	0.5521245682
1361	0.5521105434
1362	0.5520968589
1363	0.552068471
1364	0.5520520354
1365	0.5520484188
1366	0.5520274373
1367	0.5520070368
1368	0.5519855341
1369	0.5519699668
1370	0.5519518239
1371	0.5519284327
1372	0.5519069412
1373	0.5518829433
1374	0.5518690242
1375	0.551853102
1376	0.5518348976
1377	0.5518344042
1378	0.5518186455
1379	0.5517956305
1380	0.5517783689
1381	0.5517443519
1382	0.5517263446
1383	0.5517131129
1384	0.5516925032
1385	0.5516686895
1386	0.5516663908
1387	0.5516547347
1388	0.5516354687
1389	0.5516054782
1390	0.5515910201
1391	0.551575258
1392	0.5515587074
1393	0.5515344057
1394	0.5515195955
1395	0.551499828
1396	0.5514828408
1397	0.5514635685
1398	0.5514422358
1399	0.5514257954
1400	0.5514022755
1401	0.5513769409
1402	0.5513554539
1403	0.5513362127
1404	0.551315684
1405	0.5512933876
1406	0.5512804599
1407	0.5512648755
1408	0.5512526105
1409	0.5512339022
1410	0.5512295097
1411	0.5512148345
1412	0.5512142287
1413	0.551196836
1414	0.5511782889
1415	0.5511627763
1416	0.5511412305
1417	0.5511254876
1418	0.5511065163
1419	0.5510910442
1420	0.5510691268
1421	0.5510539103
1422	0.5510461164
1423	0.5510216851
1424	0.5510044625
1425	0.5509783395
1426	0.5509599273
1427	0.5509534785
1428	0.5509262932
1429	0.5509106559
1430	0.5508920325
1431	0.5508601612
1432	0.5508537753
1433	0.5508300124
1434	0.5508127186
1435	0.5507933853
1436	0.5507652226
1437	0.550733204
1438	0.5507099778
1439	0.5506873751
1440	0.5506694327
1441	0.5506544931
1442	0.5506362231
1443	0.5506046772
1444	0.5505894662
1445	0.5505739064
1446	0.550557203
1447	0.5505357968
1448	0.5505188406
1449	0.5504987497
1450	0.5504793402
1451	0.5504597473
1452	0.5504452974
1453	0.5504212373
1454	0.5503998984
1455	0.5503818193
1456	0.5503681192
1457	0.5503447276
1458	0.5503281168
1459	0.5503031906
1460	0.5502834853
1461	0.5502636579
1462	0.550241987
1463	0.5502297159
1464	0.5502079756
1465	0.5501880701
1466	0.5501676091
1467	0.550154807
1468	0.5501322913
1469	0.5501186916
1470	0.5501117757
1471	0.5500872807
1472	0.5500867565
1473	0.5500672457
1474	0.5500480048
1475	0.5500174043
1476	0.5499991105
1477	0.5499900241
1478	0.5499709975
1479	0.5499471989
1480	0.5499239499
1481	0.5499073379
1482	0.5498919284
1483	0.5498764759
1484	0.5498557963
1485	0.549847966
1486	0.5498473489
1487	0.5498320974
1488	0.5498130883
1489	0.5497960712
1490	0.5497949629
1491	0.5497894061
1492	0.5497712224
1493	0.5497556554
1494	0.5497406581
1495	0.5497194311
1496	0.5497137114
1497	0.549689974
1498	0.549683561
1499	0.5496494078
1500	0.5496310521
1501	0.5496131991
1502	0.5496010522
1503	0.5495816946
1504	0.5495650466
1505	0.5495485271
1506	0.5495352524
1507	0.5495344482
1508	0.5495179934
1509	0.5494986133
1510	0.549477401
