iter	Passed	Remaining
1666	78821	63029
1667	78862	62976
1668	78908	62927
1669	78947	62874
1670	78993	62826
1671	79042	62780
1672	79093	62736
1673	79148	62694
1674	79197	62648
1675	79246	62602
1676	79297	62558
1677	79356	62520
1678	79405	62474
1679	79451	62426
1680	79504	62383
1681	79558	62341
1682	79609	62296
1683	79660	62252
1684	79709	62206
1685	79760	62162
1686	79808	62115
1687	79858	62069
1688	79913	62028
1689	79969	61988
1690	80023	61945
1691	80078	61904
1692	80133	61862
1693	80178	61814
1694	80229	61769
1695	80279	61724
1696	80326	61676
1697	80408	61656
1698	80469	61619
1699	80515	61570
1700	80555	61517
1701	80602	61469
1702	80643	61417
1703	80687	61368
1704	80731	61318
1705	80785	61275
1706	80837	61232
1707	80884	61184
1708	80927	61133
1709	80975	61086
1710	81023	61039
1711	81066	60989
1712	81107	60936
1713	81155	60890
1714	81205	60844
1715	81252	60797
1716	81298	60748
1717	81338	60696
1718	81389	60651
1719	81435	60602
1720	81474	60549
1721	81518	60499
1722	81566	60452
1723	81634	60420
1724	81678	60370
1725	81725	60323
1726	81779	60281
1727	81831	60236
1728	81883	60193
1729	81933	60148
1730	81990	60107
1731	82035	60058
1732	82083	60011
1733	82132	59965
1734	82178	59916
1735	82221	59866
1736	82266	59817
1737	82310	59767
1738	82348	59713
1739	82395	59665
1740	82440	59616
1741	82476	59561
1742	82521	59511
1743	82565	59462
1744	82613	59415
1745	82658	59366
1746	82698	59313
1747	82739	59262
1748	82783	59211
1749	82827	59162
1750	82869	59111
1751	82911	59060
1752	82955	59010
1753	82997	58959
1754	83042	58910
1755	83085	58860
1756	83127	58809
1757	83176	58762
1758	83229	58719
1759	83281	58675
1760	83376	58661
1761	83451	58633
1762	83502	58588
1763	83540	58535
1764	83584	58485
1765	83629	58436
1766	83676	58388
1767	83722	58340
1768	83765	58290
1769	83815	58244
1770	83861	58196
1771	83907	58147
1772	83950	58097
1773	83993	58047
1774	84035	57996
1775	84082	57949
1776	84124	57897
1777	84170	57849
1778	84213	57799
1779	84259	57750
1780	84308	57704
1781	84355	57657
1782	84401	57608
1783	84452	57564
1784	84497	57515
1785	84539	57463
1786	84587	57417
1787	84641	57374
1788	84691	57329
1789	84743	57284
1790	84797	57241
1791	84841	57192
1792	84888	57144
1793	84939	57099
1794	84989	57053
1795	85034	57005
1796	85080	56956
1797	85122	56905
1798	85169	56858
1799	85215	56810
1800	85258	56759
1801	85302	56710
1802	85357	56668
1803	85401	56618
1804	85452	56573
1805	85507	56531
1806	85565	56491
1807	85613	56444
1808	85666	56400
1809	85713	56352
1810	85755	56302
1811	85800	56253
1812	85845	56204
1813	85888	56154
1814	85932	56104
1815	85977	56055
1816	86018	56004
1817	86066	55957
1818	86112	55909
1819	86162	55863
1820	86208	55815
1821	86251	55765
1822	86299	55718
1823	86343	55669
1824	86388	55619
1825	86440	55575
1826	86509	55542
1827	86552	55492
1828	86594	55441
1829	86636	55390
1830	86679	55340
1831	86726	55292
1832	86766	55240
1833	86812	55192
1834	86855	55142
1835	86895	55090
1836	86938	55040
1837	86984	54992
1838	87029	54943
1839	87073	54894
1840	87127	54851
1841	87176	54804
1842	87225	54758
1843	87280	54715
1844	87330	54670
1845	87394	54633
1846	87441	54585
1847	87492	54540
1848	87574	54515
1849	87658	54490
1850	87712	54447
1851	87763	54401
1852	87820	54360
1853	87873	54316
1854	87924	54271
1855	87977	54227
1856	88031	54183
1857	88082	54139
1858	88138	54096
1859	88192	54053
1860	88243	54008
1861	88290	53960
1862	88339	53914
1863	88401	53875
1864	88487	53851
1865	88557	53817
1866	88626	53783
1867	88676	53737
1868	88720	53688
1869	88779	53647
1870	88862	53621
1871	88913	53575
1872	88959	53527
1873	89002	53477
1874	89052	53431
1875	89097	53382
1876	89144	53334
1877	89195	53289
1878	89250	53246
1879	89298	53199
1880	89344	53150
1881	89393	53104
1882	89437	53054
1883	89485	53007
1884	89533	52960
1885	89580	52912
1886	89623	52862
1887	89667	52812
1888	89714	52764
1889	89764	52718
1890	89814	52672
1891	89857	52622
1892	89911	52579
1893	89956	52529
1894	89999	52480
1895	90046	52432
1896	90090	52382
1897	90133	52332
1898	90180	52284
1899	90222	52234
1900	90267	52185
1901	90309	52134
1902	90352	52084
1903	90398	52036
1904	90446	51988
1905	90493	51941
1906	90542	51894
1907	90591	51848
1908	90634	51797
1909	90680	51749
1910	90723	51699
1911	90764	51648
1912	90810	51600
1913	90874	51562
1914	90922	51515
1915	90966	51465
1916	91013	51417
1917	91060	51369
1918	91108	51322
1919	91153	51273
1920	91196	51224
1921	91257	51183
1922	91303	51135
1923	91348	51086
1924	91395	51039
1925	91442	50991
1926	91491	50944
1927	91546	50901
1928	91594	50853
1929	91638	50804
1930	91690	50759
1931	91741	50713
1932	91796	50670
1933	91846	50624
1934	91893	50577
1935	91943	50530
1936	91990	50482
1937	92039	50436
1938	92081	50386
1939	92124	50336
1940	92172	50288
1941	92217	50240
1942	92265	50192
1943	92311	50144
1944	92359	50097
1945	92405	50049
1946	92455	50003
1947	92507	49957
1948	92558	49912
1949	92617	49871
1950	92674	49828
1951	92724	49782
1952	92771	49734
1953	92818	49686
1954	92869	49641
1955	92920	49595
1956	92978	49553
1957	93048	49518
1958	93100	49472
1959	93142	49422
1960	93191	49375
1961	93248	49333
1962	93299	49287
1963	93347	49240
1964	93395	49193
1965	93444	49146
1966	93492	49098
1967	93537	49050
1968	93589	49004
1969	93643	48960
1970	93701	48918
1971	93755	48874
1972	93812	48832
1973	93863	48786
1974	93916	48741
1975	93964	48694
1976	94012	48647
1977	94059	48598
1978	94109	48552
1979	94158	48506
1980	94203	48456
1981	94253	48410
1982	94300	48362
1983	94350	48316
1984	94404	48272
1985	94472	48235
1986	94517	48186
1987	94567	48140
1988	94615	48092
1989	94662	48044
1990	94712	47998
1991	94759	47950
1992	94801	47900
1993	94851	47853
1994	94897	47805
1995	94947	47759
1996	94994	47711
1997	95039	47662
1998	95084	47613
1999	95131	47565
2000	95181	47519
2001	95232	47473
2002	95282	47427
2003	95328	47378
2004	95378	47332
2005	95432	47287
2006	95483	47241
2007	95531	47194
2008	95586	47151
2009	95653	47113
2010	95697	47063
2011	95746	47016
2012	95795	46969
2013	95845	46923
2014	95894	46876
2015	95945	46830
2016	95996	46784
2017	96051	46740
2018	96096	46691
2019	96143	46643
2020	96191	46596
2021	96235	46547
2022	96283	46499
2023	96329	46451
2024	96377	46404
2025	96429	46358
2026	96477	46310
2027	96525	46263
2028	96573	46216
2029	96624	46170
2030	96675	46124
2031	96724	46077
2032	96780	46033
2033	96829	45986
2034	96877	45939
2035	96925	45892
2036	96973	45844
2037	97021	45797
2038	97070	45750
2039	97117	45702
2040	97162	45653
2041	97206	45604
2042	97252	45556
2043	97304	45510
2044	97355	45464
2045	97416	45422
2046	97469	45377
2047	97519	45331
2048	97571	45285
2049	97620	45238
2050	97669	45191
2051	97712	45142
2052	97757	45092
2053	97805	45045
2054	97852	44997
2055	97901	44951
2056	97952	44904
2057	98000	44857
2058	98044	44808
2059	98089	44759
2060	98137	44711
2061	98187	44665
2062	98235	44618
2063	98281	44569
2064	98324	44519
2065	98371	44472
2066	98422	44425
2067	98469	44377
2068	98512	44328
2069	98555	44278
2070	98602	44230
2071	98655	44185
2072	98706	44139
2073	98753	44091
2074	98796	44041
2075	98842	43993
2076	98888	43945
2077	98933	43896
2078	98984	43850
2079	99031	43802
2080	99072	43751
2081	99118	43703
2082	99171	43658
2083	99217	43609
2084	99261	43560
2085	99309	43513
2086	99355	43465
2087	99410	43420
2088	99457	43372
2089	99503	43324
2090	99557	43279
2091	99624	43240
2092	99691	43201
2093	99740	43154
2094	99788	43106
2095	99835	43058
2096	99887	43013
2097	99931	42964
2098	99978	42915
2099	100027	42868
2100	100076	42821
2101	100124	42774
2102	100169	42725
2103	100215	42677
2104	100260	42628
2105	100307	42580
2106	100354	42532
2107	100399	42483
2108	100446	42436
2109	100489	42386
2110	100535	42338
2111	100582	42290
2112	100629	42242
2113	100674	42193
2114	100726	42148
2115	100774	42100
2116	100826	42054
2117	100873	42006
2118	100922	41959
2119	100976	41914
2120	101023	41866
2121	101072	41819
2122	101120	41772
2123	101170	41725
2124	101220	41679
2125	101266	41630
2126	101310	41581
2127	101358	41534
2128	101406	41486
2129	101459	41441
2130	101509	41394
2131	101562	41349
2132	101606	41299
2133	101652	41251
2134	101700	41204
2135	101758	41160
2136	101826	41121
2137	101878	41075
2138	101939	41033
2139	101987	40985
2140	102039	40939
2141	102088	40892
2142	102139	40846
2143	102195	40802
2144	102244	40754
2145	102289	40706
2146	102336	40658
2147	102384	40610
2148	102434	40563
2149	102481	40515
2150	102523	40466
2151	102565	40416
2152	102610	40367
2153	102654	40318
2154	102707	40272
2155	102751	40223
2156	102792	40173
2157	102841	40126
2158	102885	40077
2159	102930	40028
2160	102974	39979
2161	103018	39930
2162	103063	39881
2163	103110	39833
2164	103157	39785
2165	103205	39738
2166	103249	39689
2167	103294	39640
2168	103337	39591
2169	103383	39543
2170	103434	39496
2171	103480	39448
2172	103527	39400
2173	103573	39352
2174	103618	39303
2175	103661	39254
2176	103706	39205
2177	103752	39157
2178	103796	39108
2179	103839	39058
2180	103884	39010
2181	103945	38967
2182	103999	38922
2183	104046	38874
2184	104095	38827
2185	104143	38779
2186	104186	38730
2187	104232	38682
2188	104292	38639
2189	104335	38589
2190	104380	38541
2191	104428	38493
2192	104472	38444
2193	104516	38395
2194	104562	38347
2195	104608	38299
2196	104653	38250
2197	104696	38201
2198	104744	38153
2199	104794	38107
2200	104840	38058
2201	104886	38010
2202	104931	37962
2203	104986	37917
2204	105033	37869
2205	105080	37821
2206	105130	37774
2207	105177	37726
2208	105224	37678
2209	105270	37630
2210	105318	37582
2211	105365	37535
2212	105412	37487
2213	105459	37439
2214	105506	37391
2215	105552	37343
2216	105604	37297
2217	105655	37251
2218	105708	37205
2219	105769	37162
2220	105821	37116
2221	105865	37067
2222	105911	37018
2223	105957	36970
2224	106009	36924
2225	106056	36876
2226	106109	36831
2227	106176	36790
2228	106220	36741
2229	106266	36692
2230	106314	36645
2231	106359	36596
2232	106403	36547
2233	106447	36499
2234	106491	36449
2235	106533	36400
2236	106583	36353
2237	106626	36304
2238	106674	36256
2239	106720	36208
2240	106768	36161
2241	106820	36115
2242	106871	36068
2243	106916	36020
2244	106963	35972
2245	107009	35924
2246	107059	35877
2247	107098	35826
2248	107143	35778
2249	107186	35728
2250	107236	35681
2251	107285	35634
2252	107342	35590
2253	107394	35544
2254	107444	35497
2255	107493	35449
2256	107539	35401
2257	107586	35354
2258	107632	35305
2259	107679	35257
2260	107723	35209
2261	107768	35160
2262	107817	35113
2263	107875	35068
2264	107929	35023
2265	107978	34976
2266	108030	34930
2267	108079	34882
2268	108130	34836
2269	108181	34789
2270	108226	34741
2271	108287	34697
2272	108361	34658
2273	108414	34612
2274	108464	34565
2275	108553	34530
2276	108613	34487
2277	108664	34440
2278	108711	34392
2279	108761	34345
2280	108810	34298
2281	108857	34250
2282	108903	34202
2283	108949	34154
2284	108997	34106
2285	109046	34059
2286	109106	34015
2287	109152	33967
2288	109197	33918
2289	109244	33870
2290	109309	33828
2291	109358	33780
2292	109406	33733
2293	109495	33698
2294	109560	33655
2295	109608	33608
2296	109658	33561
2297	109707	33513
2298	109754	33465
2299	109799	33417
2300	109847	33369
2301	109899	33322
2302	109946	33275
2303	109998	33228
2304	110044	33180
2305	110092	33132
2306	110148	33087
2307	110195	33039
2308	110243	32991
2309	110290	32943
2310	110337	32895
2311	110389	32849
2312	110437	32801
2313	110488	32754
2314	110556	32713
2315	110604	32665
2316	110655	32618
2317	110704	32571
2318	110753	32523
2319	110800	32475
2320	110845	32427
2321	110895	32380
2322	110941	32332
2323	110992	32285
2324	111038	32237
2325	111087	32189
2326	111165	32150
2327	111211	32102
2328	111257	32053
2329	111304	32006
2330	111350	31957
2331	111397	31909
2332	111442	31861
2333	111487	31812
2334	111527	31762
2335	111572	31714
2336	111619	31666
2337	111667	31618
2338	111716	31571
2339	111762	31522
2340	111807	31474
2341	111854	31426
2342	111904	31378
2343	111954	31332
2344	112001	31284
2345	112054	31237
2346	112101	31189
2347	112149	31142
2348	112197	31094
2349	112243	31046
2350	112301	31001
2351	112346	30952
2352	112396	30905
2353	112444	30857
2354	112492	30810
2355	112542	30762
2356	112596	30716
2357	112649	30670
2358	112712	30626
2359	112766	30580
2360	112818	30534
2361	112868	30486
2362	112916	30439
2363	112964	30391
2364	113011	30343
2365	113058	30295
2366	113104	30247
2367	113151	30199
2368	113197	30150
2369	113247	30103
2370	113301	30057
2371	113346	30009
2372	113396	29961
2373	113446	29914
2374	113502	29868
2375	113556	29822
2376	113608	29776
2377	113661	29729
2378	113709	29682
2379	113755	29633
2380	113800	29585
2381	113846	29536
2382	113892	29488
2383	113941	29441
2384	113993	29394
2385	114038	29345
2386	114084	29297
2387	114124	29248
2388	114172	29200
2389	114220	29152
2390	114267	29104
2391	114314	29056
2392	114361	29008
2393	114407	28960
2394	114456	28912
2395	114506	28865
2396	114554	28817
2397	114604	28770
2398	114649	28722
2399	114697	28674
2400	114744	28626
2401	114788	28577
2402	114836	28529
2403	114902	28486
2404	114975	28444
2405	115022	28397
2406	115072	28349
2407	115120	28302
2408	115169	28254
2409	115220	28207
2410	115269	28159
2411	115317	28112
2412	115369	28065
2413	115416	28017
2414	115464	27969
2415	115514	27922
2416	115561	27874
2417	115603	27825
2418	115655	27778
2419	115707	27731
2420	115752	27683
2421	115800	27635
2422	115848	27587
2423	115898	27540
2424	115948	27492
2425	116006	27447
2426	116058	27400
2427	116106	27352
2428	116151	27304
2429	116199	27256
2430	116246	27208
2431	116289	27159
2432	116349	27114
2433	116397	27066
2434	116440	27018
2435	116483	26969
2436	116531	26921
2437	116578	26873
2438	116626	26825
2439	116676	26778
2440	116726	26730
2441	116772	26682
2442	116815	26633
2443	116863	26585
2444	116910	26538
2445	116960	26490
2446	117012	26443
2447	117061	26396
2448	117126	26352
2449	117176	26304
2450	117223	26256
2451	117270	26208
2452	117318	26161
2453	117363	26112
2454	117411	26064
2455	117458	26016
2456	117506	25969
2457	117550	25920
2458	117598	25872
2459	117654	25826
2460	117700	25778
2461	117750	25730
2462	117796	25682
2463	117847	25635
2464	117897	25588
2465	117944	25540
2466	117988	25491
2467	118038	25444
2468	118081	25395
2469	118130	25347
2470	118175	25299
2471	118224	25251
2472	118272	25204
2473	118322	25156
2474	118373	25109
2475	118424	25062
2476	118472	25014
2477	118517	24966
2478	118561	24917
2479	118611	24870
2480	118658	24822
2481	118702	24773
2482	118744	24724
2483	118790	24676
2484	118834	24627
2485	118879	24579
2486	118928	24531
2487	118973	24483
2488	119022	24435
2489	119072	24388
2490	119120	24340
2491	119167	24292
2492	119225	24246
2493	119287	24201
2494	119336	24154
2495	119384	24106
2496	119431	24058
2497	119479	24010
2498	119538	23965
2499	119587	23917
2500	119634	23869
2501	119682	23821
2502	119729	23773
2503	119781	23726
2504	119829	23678
2505	119882	23632
2506	119934	23584
2507	119984	23537
2508	120030	23489
2509	120077	23441
2510	120124	23393
2511	120167	23344
2512	120212	23296
2513	120255	23247
2514	120304	23199
2515	120351	23151
2516	120398	23103
2517	120443	23055
2518	120487	23006
2519	120532	22958
2520	120579	22910
2521	120623	22862
2522	120669	22813
2523	120718	22766
2524	120765	22718
2525	120814	22670
2526	120862	22622
2527	120913	22575
2528	120957	22527
2529	121010	22480
2530	121059	22432
2531	121114	22386
2532	121163	22338
2533	121211	22290
2534	121258	22242
2535	121307	22195
2536	121355	22147
2537	121408	22100
2538	121477	22056
2539	121527	22008
2540	121579	21961
2541	121628	21914
2542	121675	21866
2543	121720	21817
2544	121773	21770
2545	121827	21724
2546	121876	21676
2547	121928	21629
2548	121980	21582
2549	122025	21533
2550	122071	21485
2551	122123	21438
2552	122168	21390
2553	122213	21341
2554	122261	21294
2555	122308	21246
2556	122355	21198
2557	122401	21149
2558	122447	21101
2559	122498	21054
2560	122544	21006
2561	122608	20961
2562	122656	20913
2563	122703	20865
2564	122751	20817
2565	122799	20769
2566	122845	20721
2567	122891	20673
2568	122950	20627
2569	122995	20579
2570	123042	20531
2571	123101	20485
2572	123158	20438
2573	123208	20391
2574	123257	20343
2575	123305	20295
2576	123354	20247
2577	123402	20200
2578	123449	20152
2579	123494	20103
2580	123539	20055
2581	123589	20007
2582	123660	19963
2583	123710	19916
2584	123761	19868
2585	123816	19822
2586	123866	19774
2587	123916	19726
2588	123967	19679
2589	124016	19631
2590	124068	19584
2591	124119	19537
2592	124169	19489
2593	124218	19442
2594	124268	19394
2595	124316	19346
2596	124365	19298
2597	124413	19250
2598	124473	19205
2599	124520	19156
2600	124569	19109
2601	124613	19060
2602	124664	19013
2603	124715	18965
2604	124765	18918
2605	124815	18870
2606	124865	18823
2607	124915	18775
2608	124963	18727
2609	125017	18680
2610	125067	18633
2611	125115	18585
2612	125168	18538
2613	125215	18490
2614	125265	18442
2615	125314	18394
2616	125361	18346
2617	125409	18298
2618	125456	18250
2619	125500	18202
2620	125548	18154
2621	125594	18106
2622	125643	18058
2623	125691	18010
2624	125737	17962
2625	125789	17915
2626	125853	17869
2627	125906	17822
2628	125958	17775
2629	126006	17727
2630	126057	17679
2631	126102	17631
2632	126149	17583
2633	126200	17535
2634	126246	17487
2635	126291	17439
2636	126345	17392
2637	126390	17343
2638	126432	17295
2639	126478	17247
2640	126523	17198
2641	126564	17149
2642	126610	17101
2643	126659	17053
2644	126707	17006
2645	126757	16958
2646	126804	16910
2647	126851	16862
2648	126897	16814
2649	126943	16766
2650	126991	16718
2651	127039	16670
2652	127092	16623
2653	127140	16575
2654	127190	16527
2655	127256	16482
2656	127306	16434
2657	127356	16386
2658	127410	16339
2659	127460	16291
2660	127513	16244
2661	127559	16196
2662	127609	16148
2663	127655	16100
2664	127704	16052
2665	127752	16005
2666	127801	15957
2667	127847	15909
2668	127893	15860
2669	127938	15812
2670	127992	15765
2671	128052	15719
2672	128102	15671
2673	128156	15624
2674	128205	15576
2675	128255	15528
2676	128304	15480
2677	128354	15433
2678	128400	15385
2679	128439	15336
2680	128487	15288
2681	128531	15239
2682	128575	15191
2683	128619	15143
2684	128664	15094
2685	128708	15046
2686	128752	14998
2687	128800	14950
2688	128849	14902
2689	128898	14854
2690	128949	14806
2691	128998	14759
2692	129044	14711
2693	129093	14663
2694	129144	14615
2695	129192	14567
2696	129237	14519
2697	129290	14472
2698	129335	14423
2699	129378	14375
2700	129424	14327
2701	129479	14280
2702	129528	14232
2703	129574	14184
2704	129624	14136
2705	129672	14088
2706	129722	14040
2707	129768	13992
2708	129814	13944
2709	129866	13897
2710	129915	13849
2711	129972	13802
2712	130019	13754
2713	130065	13706
2714	130115	13658
2715	130163	13610
2716	130217	13563
2717	130265	13515
2718	130320	13468
2719	130364	13419
2720	130414	13372
2721	130462	13324
2722	130511	13276
2723	130558	13228
2724	130604	13180
2725	130651	13132
2726	130708	13085
2727	130756	13037
2728	130806	12989
2729	130852	12941
2730	130901	12893
2731	130949	12845
2732	130998	12797
2733	131045	12749
2734	131095	12702
2735	131143	12654
2736	131192	12606
2737	131241	12558
2738	131286	12510
2739	131345	12463
2740	131392	12415
2741	131444	12367
2742	131488	12319
2743	131537	12271
2744	131585	12223
2745	131635	12176
2746	131681	12127
2747	131728	12079
2748	131773	12031
2749	131829	11984
2750	131882	11937
2751	131934	11889
2752	131977	11841
2753	132020	11792
2754	132071	11745
2755	132120	11697
2756	132168	11649
2757	132216	11601
2758	132264	11553
2759	132309	11505
2760	132374	11458
2761	132422	11410
2762	132468	11362
2763	132518	11314
2764	132567	11267
2765	132614	11218
2766	132659	11170
2767	132708	11122
2768	132754	11074
2769	132802	11026
2770	132852	10979
2771	132898	10931
2772	132947	10883
2773	132994	10835
2774	133042	10787
2775	133086	10739
2776	133135	10691
2777	133184	10643
2778	133237	10595
2779	133285	10547
2780	133336	10500
2781	133385	10452
2782	133449	10405
2783	133497	10357
2784	133548	10309
2785	133597	10262
2786	133645	10214
2787	133692	10166
2788	133740	10118
2789	133786	10069
2790	133833	10021
2791	133882	9974
2792	133929	9926
2793	133979	9878
2794	134033	9830
2795	134081	9782
2796	134131	9734
2797	134180	9687
2798	134227	9639
2799	134277	9591
2800	134328	9543
2801	134380	9495
2802	134433	9448
2803	134481	9400
2804	134539	9353
2805	134594	9305
2806	134647	9257
2807	134697	9210
2808	134745	9162
2809	134795	9114
2810	134843	9066
2811	134896	9018
2812	134947	8970
2813	134996	8923
2814	135045	8875
2815	135096	8827
2816	135144	8779
2817	135193	8731
2818	135245	8683
2819	135302	8636
2820	135360	8588
2821	135415	8541
2822	135467	8493
2823	135514	8445
2824	135562	8397
2825	135611	8349
2826	135663	8302
2827	135714	8254
2828	135764	8206
2829	135813	8158
2830	135869	8110
2831	135918	8062
2832	135966	8014
2833	136014	7966
2834	136059	7918
2835	136119	7871
2836	136165	7823
2837	136214	7775
2838	136266	7727
2839	136320	7680
2840	136375	7632
2841	136440	7585
2842	136494	7537
2843	136558	7490
2844	136612	7442
2845	136664	7395
2846	136718	7347
2847	136824	7302
2848	136872	7254
2849	136922	7206
2850	136972	7158
2851	137019	7110
2852	137071	7062
2853	137122	7014
2854	137170	6966
2855	137219	6918
2856	137268	6870
2857	137315	6822
2858	137365	6774
2859	137426	6727
2860	137477	6679
2861	137532	6631
2862	137594	6584
2863	137649	6536
2864	137701	6488
2865	137768	6441
2866	137817	6393
2867	137863	6345
2868	137912	6297
2869	137960	6249
2870	138006	6200
2871	138050	6152
2872	138098	6104
2873	138147	6056
2874	138191	6008
2875	138238	5960
2876	138287	5912
2877	138331	5863
2878	138383	5816
2879	138433	5768
2880	138480	5719
2881	138528	5671
2882	138575	5623
2883	138620	5575
2884	138665	5527
2885	138713	5479
2886	138761	5431
2887	138808	5383
2888	138852	5334
2889	138907	5287
2890	138978	5239
2891	139030	5192
2892	139078	5143
2893	139140	5096
2894	139196	5048
2895	139247	5000
2896	139300	4952
2897	139359	4905
2898	139411	4857
2899	139461	4809
2900	139512	4761
2901	139563	4713
2902	139616	4665
2903	139678	4617
2904	139752	4570
2905	139819	4522
2906	139903	4475
2907	139991	4428
2908	140057	4381
2909	140129	4333
2910	140192	4286
2911	140243	4238
2912	140297	4190
2913	140350	4142
2914	140406	4094
2915	140459	4046
2916	140513	3998
2917	140563	3950
2918	140620	3902
2919	140674	3854
2920	140727	3806
2921	140775	3757
2922	140828	3709
2923	140877	3661
2924	140935	3613
2925	140985	3565
2926	141034	3517
2927	141078	3469
2928	141138	3421
2929	141186	3373
2930	141237	3324
2931	141285	3276
2932	141333	3228
2933	141384	3180
2934	141444	3132
2935	141490	3084
2936	141551	3036
2937	141602	2988
2938	141651	2940
2939	141700	2891
2940	141751	2843
2941	141800	2795
2942	141851	2747
2943	141898	2699
2944	141949	2651
2945	142006	2602
2946	142066	2554
2947	142119	2506
2948	142172	2458
2949	142234	2410
2950	142290	2362
2951	142340	2314
2952	142390	2266
2953	142456	2218
2954	142518	2170
2955	142578	2122
2956	142637	2074
2957	142692	2026
2958	142749	1977
2959	142801	1929
2960	142850	1881
2961	142900	1833
2962	142959	1785
2963	143008	1736
2964	143061	1688
2965	143111	1640
2966	143163	1592
2967	143222	1544
2968	143284	1496
2969	143349	1447
2970	143399	1399
2971	143448	1351
2972	143497	1303
2973	143546	1254
2974	143595	1206
2975	143644	1158
2976	143692	1110
2977	143740	1061
2978	143787	1013
2979	143833	965
2980	143883	917
2981	143931	868
2982	144007	820
2983	144058	772
2984	144107	724
2985	144156	675
2986	144205	627
2987	144250	579
2988	144305	531
2989	144352	482
2990	144399	434
2991	144445	386
2992	144493	337
2993	144542	289
2994	144592	241
2995	144640	193
2996	144688	144
2997	144737	96
2998	144792	48
2999	144840	0
